hora,temperatura,chuva,umidade,sol,vento,aluguéis,estação_outono,estação_primavera,estação_verão,dia_quarta,dia_quinta,dia_segunda,dia_sexta,dia_sábado,dia_terça,feriado_sim,visibilidade_Umidade de 0% a 30%,visibilidade_Umidade de 30% a 60%,visibilidade_Umidade de 60% a 95%
0.06,0.331,1,0.89,0.0,0.133,149,0,1,0,1,0,0,0,0,0,0,1,0,0
0.22,0.139,0,0.5579999999999999,0.0,0.097,180,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0.375,0,0.385,0.329,0.229,1147,0,0,1,0,0,0,0,0,1,0,0,0,1
0.08,0.18600000000000003,0,0.905,0.0,0.397,42,1,0,0,0,0,0,0,1,0,0,1,0,0
0.04,0.34299999999999997,0,0.905,0.0,0.073,52,0,0,1,0,1,0,0,0,0,0,0,0,1
0.12,0.382,0,0.498,0.29,0.277,1046,0,0,1,0,0,1,0,0,0,0,0,1,0
0.13,0.358,0,0.581,0.223,0.277,1225,0,0,1,0,1,0,0,0,0,0,0,0,0
0.01,0.11800000000000001,0,0.535,0.0,0.181,72,0,0,0,0,0,1,0,0,0,0,0,0,1
0.03,0.35700000000000004,0,0.6709999999999999,0.0,0.097,262,0,0,1,0,0,1,0,0,0,0,0,0,0
0.05,0.21899999999999997,0,0.7240000000000001,0.0,0.049,145,1,0,0,1,0,0,0,0,0,0,0,0,1
0.22,0.305,0,0.573,0.0,0.181,1192,0,1,0,0,0,0,1,0,0,0,0,1,0
0.15,0.325,0,0.36200000000000004,0.191,0.205,1772,1,0,0,0,0,0,0,1,0,0,0,0,1
0.08,0.332,0,0.664,0.075,0.229,826,1,0,0,0,0,0,0,0,1,0,0,0,0
0.22,0.34,0,0.777,0.0,0.373,1214,0,0,1,0,0,0,1,0,0,0,0,0,1
0.19,0.35200000000000004,0,0.633,0.004,0.16899999999999998,2006,1,0,0,0,0,0,1,0,0,0,0,0,0
0.18,0.195,0,0.664,0.0,0.181,539,0,0,0,0,1,0,0,0,0,0,0,1,0
0.16,0.364,0,0.535,0.182,0.541,1434,1,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.35100000000000003,0,0.807,0.0,0.025,279,0,0,1,0,0,0,1,0,0,0,0,0,1
0.04,0.29100000000000004,0,0.701,0.0,0.10900000000000001,215,1,0,0,0,0,0,0,0,0,1,0,0,0
0.04,0.213,0,0.513,0.0,0.397,84,0,1,0,0,0,0,0,0,1,0,0,0,0
0.02,0.239,0,0.897,0.0,0.061,106,0,1,0,0,0,0,0,0,1,0,1,0,0
0.08,0.305,0,0.603,0.062,0.205,2406,1,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.193,0,0.513,0.0,0.16899999999999998,158,0,0,0,0,0,0,0,0,1,0,0,1,0
0.22,0.32899999999999996,0,0.6709999999999999,0.0,0.061,6,1,0,0,0,0,0,0,0,1,0,0,0,0
0.21,0.331,0,0.611,0.0,0.16899999999999998,1826,1,0,0,0,0,0,0,0,0,0,0,0,0
0.18,0.349,0,0.581,0.128,0.457,3411,0,0,1,0,1,0,0,0,0,0,0,0,0
0.0,0.129,0,0.49,0.0,0.265,188,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0.22399999999999998,0,0.6859999999999999,0.0,0.337,107,0,1,0,0,0,0,1,0,0,0,0,0,0
0.23,0.20199999999999999,0,0.475,0.0,0.10900000000000001,318,0,0,0,0,0,1,0,0,0,0,0,1,0
0.23,0.35,0,0.513,0.0,0.28900000000000003,1460,0,0,1,0,1,0,0,0,0,0,0,0,0
0.09,0.387,0,0.7390000000000001,0.095,0.193,679,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,0.321,0,0.588,0.0,0.337,854,0,1,0,0,0,0,0,0,1,0,0,0,1
0.08,0.22899999999999998,0,0.852,0.005,0.193,82,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0.18899999999999997,0,0.5660000000000001,0.0,0.193,304,0,0,0,0,0,0,0,0,1,0,0,0,1
0.08,0.233,0,0.7240000000000001,0.034,0.157,570,1,0,0,0,0,0,0,0,0,0,0,1,0
0.05,0.276,0,0.633,0.0,0.097,217,1,0,0,0,1,0,0,0,0,0,0,0,0
0.02,0.201,0,0.5579999999999999,0.0,0.181,145,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2,0.195,0,0.731,0.0,0.08499999999999999,305,0,0,0,0,0,0,1,0,0,0,1,0,0
0.11,0.301,0,0.513,0.251,0.205,999,0,1,0,0,0,0,1,0,0,0,0,1,0
0.05,0.33,0,0.618,0.0,0.145,277,0,0,1,0,0,0,0,1,0,0,0,0,0
0.11,0.33899999999999997,0,0.731,0.238,0.181,1020,0,0,1,1,0,0,0,0,0,0,0,1,0
0.01,0.32,0,0.731,0.0,0.253,349,1,0,0,0,0,1,0,0,0,0,0,0,1
0.17,0.271,0,0.52,0.062,0.397,1787,1,0,0,1,0,0,0,0,0,0,0,0,0
0.22,0.337,0,0.46799999999999997,0.0,0.16899999999999998,1750,0,0,1,0,0,0,0,0,1,0,0,0,0
0.01,0.26,0,0.7390000000000001,0.0,0.16899999999999998,607,1,0,0,1,0,0,0,0,0,0,0,0,1
0.15,0.34299999999999997,1,0.89,0.040999999999999995,0.397,417,0,0,1,0,0,0,1,0,0,0,0,1,0
0.18,0.218,0,0.513,0.0,0.181,568,0,0,0,0,0,1,0,0,0,0,0,1,0
0.08,0.155,0,0.777,0.001,0.277,234,0,0,0,0,0,0,0,0,0,0,0,0,1
0.11,0.34600000000000003,0,0.49,0.261,0.181,1059,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.27,0,0.792,0.0,0.253,399,0,1,0,0,1,0,0,0,0,0,1,0,0
0.08,0.263,1,0.8370000000000001,0.01,0.145,27,0,1,0,1,0,0,0,0,0,0,1,0,0
0.05,0.16699999999999998,0,0.731,0.0,0.121,73,0,0,0,0,0,1,0,0,0,0,0,1,0
0.08,0.275,0,0.777,0.044,0.133,2003,0,1,0,0,0,1,0,0,0,0,1,0,0
0.21,0.24100000000000002,0,0.55,0.0,0.229,783,0,1,0,0,0,1,0,0,0,0,1,0,0
0.21,0.321,0,0.7090000000000001,0.0,0.24100000000000002,2510,0,0,1,0,1,0,0,0,0,0,0,0,0
0.02,0.20199999999999999,0,0.7390000000000001,0.0,0.16899999999999998,168,0,1,0,0,0,1,0,0,0,0,1,0,0
0.09,0.355,0,0.777,0.03,0.34900000000000003,877,0,0,1,1,0,0,0,0,0,0,0,0,0
0.22,0.345,1,0.912,0.0,0.277,86,0,0,1,1,0,0,0,0,0,0,0,1,0
0.21,0.23199999999999998,1,0.905,0.0,0.205,107,0,1,0,0,0,0,1,0,0,0,0,1,0
0.07,0.275,0,0.92,0.01,0.217,228,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0.203,0,0.633,0.0,0.08499999999999999,176,0,0,0,0,0,1,0,0,0,0,0,1,0
0.07,0.373,0,0.799,0.016,0.10900000000000001,438,0,0,1,0,0,0,0,1,0,0,0,1,0
0.0,0.321,0,0.6859999999999999,0.0,0.253,1144,0,0,1,0,0,0,1,0,0,0,0,1,0
0.15,0.40399999999999997,0,0.618,0.087,0.253,780,0,0,1,0,1,0,0,0,0,0,0,1,0
0.01,0.135,0,0.6859999999999999,0.0,0.157,185,0,0,0,1,0,0,0,0,0,0,0,0,1
0.19,0.34600000000000003,0,0.535,0.005,0.265,2523,1,0,0,0,0,0,0,0,1,0,0,0,0
0.02,0.314,1,0.912,0.0,0.337,176,0,0,1,1,0,0,0,0,0,0,1,0,0
0.17,0.401,0,0.573,0.196,0.385,1257,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.201,0,0.83,0.0,0.16899999999999998,431,1,0,0,0,0,0,0,0,0,0,1,0,0
0.11,0.157,0,0.5660000000000001,0.073,0.5650000000000001,260,0,0,0,0,0,0,0,1,0,0,0,0,1
0.09,0.313,0,0.505,0.10200000000000001,0.205,768,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.327,0,0.6559999999999999,0.0,0.145,1070,0,0,1,0,0,0,0,0,1,0,0,0,1
0.19,0.183,0,0.415,0.0,0.28900000000000003,172,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05,0.313,0,0.799,0.0,0.277,322,0,0,1,0,1,0,0,0,0,0,0,1,0
0.12,0.212,0,0.49,0.10900000000000001,0.181,484,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02,0.318,0,0.716,0.0,0.16899999999999998,540,0,0,1,0,0,0,0,0,1,0,0,0,1
0.05,0.209,0,0.8220000000000001,0.0,0.217,52,0,1,0,0,0,0,0,1,0,0,1,0,0
0.11,0.204,0,0.649,0.028999999999999998,0.157,322,0,0,0,0,0,0,1,0,0,0,1,0,0
0.17,0.26899999999999996,0,0.679,0.032,0.457,9,1,0,0,0,0,0,0,0,1,0,0,1,0
0.12,0.293,0,0.5429999999999999,0.16799999999999998,0.277,977,1,0,0,0,0,0,1,0,0,0,0,1,0
0.03,0.214,0,0.6709999999999999,0.0,0.037,127,1,0,0,0,0,0,0,0,1,0,0,0,0
0.19,0.36200000000000004,0,0.445,0.054000000000000006,0.253,2514,0,0,1,0,0,0,0,1,0,0,0,0,0
0.04,0.19399999999999998,0,0.875,0.0,0.10900000000000001,70,0,0,0,1,0,0,0,0,0,0,1,0,0
0.01,0.114,0,0.46,0.0,0.061,136,0,0,0,0,0,0,0,0,1,0,0,0,0
0.17,0.174,0,0.6940000000000001,0.011,0.145,288,0,0,0,0,0,0,0,1,0,0,0,1,0
0.03,0.35700000000000004,0,0.7390000000000001,0.0,0.037,492,0,0,1,0,0,0,0,1,0,0,0,0,1
0.04,0.319,0,0.912,0.0,0.34900000000000003,194,1,0,0,0,0,1,0,0,0,0,0,1,0
0.13,0.376,0,0.6940000000000001,0.155,0.361,1057,0,0,1,0,0,0,1,0,0,0,0,0,1
0.17,0.308,0,0.33899999999999997,0.16499999999999998,0.325,1766,0,1,0,0,0,1,0,0,0,0,0,0,1
0.18,0.21600000000000003,0,0.626,0.0,0.193,604,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0.299,0,0.596,0.0,0.10900000000000001,784,0,1,0,0,0,1,0,0,0,0,0,0,1
0.14,0.255,0,0.46,0.129,0.553,1188,1,0,0,0,0,0,0,1,0,0,0,0,0
0.16,0.223,0,0.33899999999999997,0.134,0.385,524,0,0,0,0,0,0,0,1,0,0,0,0,1
0.08,0.191,0,0.83,0.0,0.16899999999999998,550,0,0,0,0,1,0,0,0,0,0,1,0,0
0.11,0.373,0,0.445,0.282,0.217,862,0,0,1,0,0,0,0,1,0,0,0,0,0
0.22,0.255,0,0.618,0.0,0.193,669,0,1,0,0,0,1,0,0,0,0,1,0,0
0.13,0.203,0,0.42200000000000004,0.038,0.217,310,0,0,0,1,0,0,0,0,0,0,0,0,1
0.19,0.345,0,0.5429999999999999,0.059,0.205,2997,0,0,1,0,0,0,1,0,0,0,0,0,0
0.11,0.365,0,0.528,0.288,0.229,1215,0,0,1,0,1,0,0,0,0,0,0,0,1
0.15,0.324,0,0.37,0.296,0.517,1888,0,1,0,0,0,0,0,1,0,0,0,0,1
0.19,0.354,0,0.6409999999999999,0.06,0.34900000000000003,2754,0,0,1,1,0,0,0,0,0,0,0,1,0
0.21,0.392,0,0.596,0.0,0.133,1651,0,0,1,0,0,1,0,0,0,0,0,0,0
0.15,0.225,0,0.483,0.019,0.061,264,0,0,0,0,0,0,0,0,1,0,1,0,0
0.21,0.382,0,0.626,0.0,0.193,1884,0,0,1,0,0,0,1,0,0,0,0,0,0
0.12,0.191,0,0.618,0.074,0.121,234,0,0,0,0,0,0,0,0,0,0,1,0,0
0.05,0.275,0,0.611,0.0,0.24100000000000002,253,1,0,0,1,0,0,0,0,0,0,0,0,0
0.04,0.303,1,0.882,0.0,0.217,82,0,0,1,0,0,0,1,0,0,0,0,1,0
0.13,0.13699999999999998,0,0.46,0.122,0.313,236,0,0,0,0,0,0,0,0,1,0,0,0,1
0.05,0.265,0,0.6709999999999999,0.0,0.08499999999999999,105,0,1,0,0,1,0,0,0,0,0,0,1,0
0.18,0.28,0,0.716,0.006,0.277,2426,1,0,0,0,0,0,0,0,1,0,0,1,0
0.06,0.147,0,0.573,0.0,0.10900000000000001,49,0,0,0,0,0,0,0,0,0,0,0,0,1
0.22,0.217,0,0.618,0.0,0.28900000000000003,912,1,0,0,0,0,1,0,0,0,0,0,0,0
0.05,0.366,0,0.769,0.0,0.121,312,0,0,1,0,1,0,0,0,0,0,0,0,1
0.1,0.191,0,0.46799999999999997,0.11299999999999999,0.397,276,0,0,0,0,0,0,0,0,1,0,0,1,0
0.06,0.165,0,0.7240000000000001,0.0,0.08499999999999999,173,0,0,0,0,0,1,0,0,0,0,0,0,1
0.21,0.28,0,0.5579999999999999,0.0,0.10900000000000001,1524,1,0,0,0,1,0,0,0,0,0,0,0,1
0.1,0.317,1,0.92,0.013000000000000001,0.16899999999999998,152,0,1,0,0,1,0,0,0,0,0,0,1,0
0.05,0.373,1,0.611,0.0,0.133,194,0,0,1,0,1,0,0,0,0,0,0,0,0
0.03,0.19899999999999998,0,0.5429999999999999,0.0,0.121,74,0,1,0,0,0,1,0,0,0,0,0,0,1
0.18,0.243,0,0.596,0.0,0.265,760,1,0,0,0,0,0,0,0,0,0,0,0,1
0.03,0.299,0,0.611,0.0,0.097,408,1,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.109,0,0.588,0.0,0.145,61,0,0,0,1,0,0,0,0,0,0,0,0,0
0.18,0.27399999999999997,0,0.852,0.009,0.301,523,0,1,0,0,0,1,0,0,0,0,0,1,0
0.1,0.21600000000000003,0,0.603,0.176,0.253,455,0,1,0,0,1,0,0,0,0,0,0,0,1
0.04,0.204,0,0.845,0.0,0.145,101,1,0,0,0,0,0,0,0,1,0,1,0,0
0.18,0.402,0,0.6559999999999999,0.031,0.181,1964,0,0,1,0,0,0,1,0,0,0,0,0,1
0.23,0.327,0,0.852,0.0,0.541,560,0,0,1,0,0,0,0,0,1,0,0,1,0
0.03,0.244,0,0.633,0.0,0.361,352,1,0,0,0,0,0,0,1,0,0,0,0,0
0.05,0.14300000000000002,0,0.55,0.0,0.145,80,0,1,0,0,0,0,0,1,0,0,0,0,1
0.13,0.295,0,0.535,0.324,0.193,959,0,1,0,1,0,0,0,0,0,0,0,0,0
0.16,0.239,0,0.445,0.037,0.277,989,1,0,0,0,0,0,0,1,0,0,0,0,0
0.17,0.171,0,0.445,0.025,0.24100000000000002,397,0,0,0,0,1,0,0,0,0,0,0,0,0
0.09,0.153,0,0.483,0.018,0.445,120,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2,0.34700000000000003,0,0.5660000000000001,0.007000000000000001,0.229,2239,0,0,1,0,0,0,0,1,0,0,0,0,0
0.16,0.408,0,0.377,0.23900000000000002,0.205,1125,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0,0.255,0,0.784,0.0,0.145,722,1,0,0,1,0,0,0,0,0,0,0,1,0
0.18,0.384,0,0.46,0.088,0.277,1984,0,0,1,0,0,0,0,1,0,0,0,0,0
0.04,0.248,0,0.4,0.0,0.24100000000000002,123,0,1,0,0,0,0,1,0,0,0,0,0,0
0.15,0.161,0,0.34700000000000003,0.086,0.625,302,0,0,0,0,0,0,0,1,0,0,0,0,0
0.14,0.23199999999999998,0,0.46799999999999997,0.16,0.433,486,0,1,0,0,0,0,0,0,1,0,0,0,0
0.11,0.149,0,0.40700000000000003,0.086,0.505,254,0,0,0,0,0,0,0,1,0,0,0,0,0
0.13,0.297,0,0.498,0.26,0.409,688,0,1,0,0,0,0,0,0,1,0,0,0,1
0.15,0.313,0,0.777,0.033,0.193,702,1,0,0,0,1,0,0,0,0,0,0,0,0
0.08,0.19699999999999998,0,0.6709999999999999,0.001,0.157,611,0,0,0,1,0,0,0,0,0,0,0,0,1
0.03,0.311,0,0.8140000000000001,0.0,0.097,545,0,0,1,0,1,0,0,0,0,0,1,0,0
0.13,0.419,0,0.5429999999999999,0.28900000000000003,0.325,659,0,0,1,0,0,0,1,0,0,0,0,1,0
0.02,0.14800000000000002,0,0.573,0.0,0.217,127,0,0,0,0,0,0,0,0,1,0,0,0,1
0.17,0.223,0,0.4,0.023,0.277,1060,1,0,0,0,0,0,1,0,0,0,0,0,1
0.11,0.153,0,0.4,0.079,0.181,233,0,0,0,0,0,0,0,0,1,0,0,0,1
0.18,0.28600000000000003,1,0.912,0.003,0.253,29,0,1,0,1,0,0,0,0,0,0,1,0,0
0.1,0.312,0,0.385,0.263,0.193,974,0,1,0,0,0,1,0,0,0,0,0,0,0
0.16,0.225,0,0.445,0.11000000000000001,0.373,410,0,0,0,0,0,1,0,0,0,0,0,1,0
0.22,0.4,0,0.5579999999999999,0.0,0.16899999999999998,1559,0,0,1,0,0,1,0,0,0,0,0,0,0
0.11,0.26899999999999996,0,0.6709999999999999,0.176,0.265,751,0,1,0,1,0,0,0,0,0,0,0,0,0
0.06,0.313,0,0.784,0.004,0.217,721,0,0,1,0,1,0,0,0,0,0,0,1,0
0.17,0.38299999999999995,0,0.475,0.086,0.373,1819,0,0,1,0,0,0,0,1,0,0,0,0,0
0.23,0.29600000000000004,0,0.8140000000000001,0.0,0.133,1172,1,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.27699999999999997,0,0.498,0.178,0.253,1161,0,1,0,0,1,0,0,0,0,0,0,0,1
0.05,0.233,0,0.603,0.0,0.097,150,0,1,0,0,0,0,0,0,1,0,0,0,1
0.19,0.21600000000000003,0,0.535,0.02,0.445,526,0,1,0,1,0,0,0,0,0,0,0,0,0
0.04,0.233,0,0.5429999999999999,0.0,0.145,108,0,1,0,0,1,0,0,0,0,0,0,0,1
0.1,0.23800000000000002,0,0.852,0.039,0.073,341,1,0,0,0,0,0,0,0,0,0,0,0,1
0.21,0.287,0,0.83,0.0,0.181,1566,1,0,0,0,0,1,0,0,0,0,1,0,0
0.0,0.361,0,0.777,0.0,0.133,949,0,0,1,0,0,0,1,0,0,0,0,0,1
0.08,0.302,1,0.912,0.009,0.265,141,1,0,0,0,0,0,1,0,0,0,0,0,1
0.17,0.213,0,0.5660000000000001,0.017,0.157,314,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.34700000000000003,0,0.7090000000000001,0.096,0.16899999999999998,840,1,0,0,0,0,0,0,1,0,0,0,0,1
0.1,0.316,0,0.535,0.193,0.24100000000000002,913,1,0,0,0,1,0,0,0,0,0,0,0,0
0.11,0.39299999999999996,0,0.626,0.13,0.121,669,0,0,1,0,0,0,0,0,0,0,0,0,0
0.1,0.265,0,0.731,0.092,0.253,712,1,0,0,0,1,0,0,0,0,0,1,0,0
0.01,0.151,0,0.588,0.0,0.16899999999999998,230,0,0,0,0,0,0,1,0,0,0,0,1,0
0.07,0.115,0,0.498,0.0,0.301,66,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.11900000000000001,0,0.42200000000000004,0.10400000000000001,0.457,195,0,0,0,0,0,0,0,0,1,0,0,0,0
0.15,0.307,0,0.415,0.16299999999999998,0.193,1266,1,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.302,1,0.92,0.0,0.145,44,0,1,0,0,0,0,1,0,0,0,1,0,0
0.23,0.16699999999999998,0,0.626,0.0,0.025,249,0,0,0,0,0,0,1,0,0,0,0,1,0
0.16,0.376,0,0.513,0.22000000000000003,0.217,1771,0,0,1,0,0,0,0,1,0,0,0,0,0
0.15,0.40299999999999997,0,0.528,0.29,0.325,790,0,0,1,1,0,0,0,0,0,0,0,0,1
0.13,0.18899999999999997,0,0.392,0.118,0.313,368,0,0,0,0,0,0,1,0,0,0,0,0,1
0.06,0.131,1,0.611,0.0,0.601,39,0,0,0,0,0,0,1,0,0,0,0,0,1
0.15,0.213,0,0.528,0.078,0.193,328,0,0,0,0,1,0,0,0,0,0,0,1,0
0.21,0.177,0,0.513,0.0,0.16899999999999998,211,0,0,0,0,0,1,0,0,0,1,0,0,1
0.04,0.316,0,0.792,0.0,0.049,227,1,0,0,1,0,0,0,0,0,0,0,0,0
0.11,0.332,0,0.43,0.154,0.24100000000000002,1016,0,1,0,0,0,0,0,0,0,0,0,0,1
0.02,0.21899999999999997,0,0.897,0.0,0.205,101,0,1,0,0,0,1,0,0,0,0,1,0,0
0.07,0.319,0,0.7390000000000001,0.007000000000000001,0.24100000000000002,1361,1,0,0,0,0,1,0,0,0,0,0,0,1
0.13,0.133,0,0.392,0.22999999999999998,0.541,174,0,0,0,0,0,0,0,1,0,0,0,0,1
0.2,0.307,0,0.596,0.0,0.205,1758,1,0,0,0,0,0,0,1,0,1,0,0,0
0.05,0.327,0,0.8140000000000001,0.0,0.061,346,0,0,1,0,0,1,0,0,0,0,1,0,0
0.21,0.16,0,0.581,0.0,0.133,298,0,0,0,0,0,0,0,0,1,0,0,0,1
0.11,0.365,0,0.52,0.284,0.313,925,0,0,1,0,0,1,0,0,0,0,0,1,0
0.03,0.29100000000000004,1,0.89,0.0,0.229,50,0,1,0,0,0,0,0,0,1,0,1,0,0
0.09,0.152,0,0.5429999999999999,0.023,0.145,301,0,0,0,0,0,0,0,0,1,0,0,0,1
0.06,0.163,0,0.588,0.0,0.193,51,0,0,0,0,0,0,0,0,0,0,0,1,0
0.17,0.309,0,0.36200000000000004,0.063,0.277,1892,1,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.135,0,0.611,0.0,0.265,137,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,0.266,0,0.8220000000000001,0.0,0.157,9,0,1,0,0,0,0,1,0,0,0,1,0,0
0.02,0.203,0,0.55,0.0,0.265,341,1,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.138,0,0.618,0.0,0.073,173,0,0,0,0,0,0,1,0,0,0,0,1,0
0.09,0.255,1,0.769,0.013000000000000001,0.337,9,1,0,0,0,0,0,0,0,1,0,0,0,0
0.07,0.293,0,0.7390000000000001,0.0,0.073,275,1,0,0,0,0,0,0,0,0,1,0,0,0
0.2,0.212,0,0.611,0.0,0.181,591,0,1,0,0,1,0,0,0,0,0,0,0,0
0.2,0.27899999999999997,0,0.6559999999999999,0.0,0.337,1059,0,1,0,0,0,0,1,0,0,0,0,1,0
0.09,0.139,0,0.649,0.009,0.157,250,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06,0.11800000000000001,0,0.46,0.0,0.229,117,0,0,0,1,0,0,0,0,0,0,0,0,0
0.04,0.365,0,0.6940000000000001,0.0,0.10900000000000001,213,0,0,1,0,0,0,0,0,0,0,0,0,0
0.02,0.36700000000000005,0,0.807,0.0,0.34900000000000003,523,0,0,1,0,0,0,0,0,1,0,0,1,0
0.17,0.214,0,0.573,0.05,0.493,472,0,0,0,0,1,0,0,0,0,0,0,1,0
0.11,0.363,0,0.7390000000000001,0.045,0.409,685,0,0,1,1,0,0,0,0,0,0,0,0,0
0.05,0.255,0,0.799,0.0,0.061,7,1,0,0,0,0,0,0,1,0,0,0,0,1
0.04,0.304,1,0.92,0.0,0.229,36,0,1,0,0,0,0,1,0,0,0,1,0,0
0.09,0.33899999999999997,0,0.573,0.153,0.181,728,1,0,0,0,0,0,1,0,0,0,0,0,0
0.14,0.162,0,0.377,0.10700000000000001,0.397,280,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02,0.19699999999999998,0,0.603,0.0,0.08499999999999999,295,1,0,0,0,0,0,0,0,1,0,0,0,0
0.21,0.33899999999999997,0,0.784,0.0,0.10900000000000001,1725,1,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.38299999999999995,0,0.633,0.261,0.301,947,0,0,1,0,0,0,0,1,0,0,0,0,1
0.08,0.23199999999999998,0,0.8140000000000001,0.005,0.28900000000000003,604,0,1,0,0,0,1,0,0,0,0,0,1,0
0.06,0.258,0,0.7090000000000001,0.0,0.133,141,1,0,0,0,0,0,0,0,1,1,0,0,0
0.18,0.33899999999999997,0,0.6859999999999999,0.036,0.097,1484,0,0,1,0,0,0,0,0,0,0,0,0,0
0.04,0.255,0,0.8370000000000001,0.0,0.229,62,1,0,0,0,0,0,0,1,0,0,0,1,0
0.13,0.28,0,0.7390000000000001,0.075,0.181,813,1,0,0,1,0,0,0,0,0,0,1,0,0
0.22,0.193,0,0.5429999999999999,0.0,0.313,240,0,0,0,0,0,0,0,1,0,0,1,0,0
0.1,0.18899999999999997,0,0.731,0.015,0.08499999999999999,218,0,0,0,0,0,0,0,1,0,0,1,0,0
0.03,0.302,0,0.633,0.0,0.049,513,1,0,0,0,1,0,0,0,0,0,0,0,0
0.01,0.19699999999999998,0,0.747,0.0,0.145,320,0,1,0,1,0,0,0,0,0,0,0,1,0
0.13,0.242,0,0.882,0.038,0.229,75,0,1,0,0,0,0,0,1,0,0,1,0,0
0.0,0.287,0,0.6709999999999999,0.0,0.121,5,1,0,0,0,0,0,0,0,1,0,0,0,0
0.03,0.14,0,0.498,0.0,0.10900000000000001,92,0,0,0,0,0,0,0,1,0,0,0,0,0
0.17,0.195,0,0.40700000000000003,0.022,0.373,254,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.295,1,0.912,0.005,0.373,12,1,0,0,0,0,0,0,0,0,0,1,0,0
0.21,0.295,0,0.573,0.0,0.217,14,1,0,0,0,0,1,0,0,0,1,0,0,0
0.14,0.38,0,0.649,0.179,0.34900000000000003,1006,0,0,1,0,0,0,1,0,0,0,0,0,1
0.01,0.385,0,0.611,0.0,0.10900000000000001,707,0,0,1,0,0,0,0,0,1,0,0,0,0
0.12,0.295,0,0.5429999999999999,0.21000000000000002,0.217,1136,1,0,0,1,0,0,0,0,0,0,0,0,1
0.18,0.099,0,0.43,0.005,0.325,314,0,0,0,0,0,0,1,0,0,0,0,0,1
0.18,0.341,0,0.498,0.123,0.277,3260,0,1,0,1,0,0,0,0,0,0,0,0,0
0.18,0.133,0,0.452,0.011,0.421,405,0,0,0,0,0,0,0,1,0,0,0,0,0
0.01,0.295,1,0.852,0.0,0.313,8,1,0,0,0,0,0,0,0,0,0,0,0,1
0.22,0.147,0,0.603,0.0,0.205,228,0,0,0,0,0,0,0,0,1,0,0,0,0
0.21,0.257,0,0.475,0.0,0.205,1366,0,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.21899999999999997,0,0.716,0.02,0.445,228,0,0,0,0,1,0,0,0,0,0,1,0,0
0.23,0.271,0,0.731,0.0,0.16899999999999998,816,1,0,0,0,0,0,0,0,0,0,0,0,1
0.18,0.207,0,0.40700000000000003,0.031,0.373,387,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.209,0,0.611,0.028000000000000004,0.121,264,0,0,0,0,0,0,0,0,1,0,1,0,0
0.11,0.34700000000000003,0,0.664,0.27,0.34900000000000003,953,1,0,0,0,0,1,0,0,0,0,0,0,0
0.09,0.301,0,0.5429999999999999,0.13,0.205,1133,1,0,0,0,1,0,0,0,0,0,0,0,0
0.2,0.33399999999999996,0,0.618,0.0,0.193,14,1,0,0,0,0,0,0,0,1,0,0,0,0
0.16,0.26899999999999996,0,0.46799999999999997,0.094,0.337,1205,1,0,0,0,0,0,0,0,1,0,0,0,1
0.11,0.349,0,0.43700000000000006,0.292,0.133,1179,0,1,0,0,0,0,0,1,0,0,0,0,1
0.13,0.249,0,0.475,0.161,0.253,523,0,1,0,0,0,0,0,0,1,0,0,0,1
0.14,0.406,0,0.415,0.273,0.16899999999999998,977,0,0,1,0,0,0,0,0,0,0,0,0,0
0.01,0.157,0,0.5660000000000001,0.0,0.049,170,0,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.35100000000000003,0,0.716,0.040999999999999995,0.049,1086,1,0,0,0,0,0,0,1,0,0,0,0,0
0.17,0.32799999999999996,0,0.46799999999999997,0.11699999999999999,0.265,2029,0,1,0,0,0,0,0,0,0,0,0,0,0
