hora,temperatura,chuva,umidade,sol,vento,estação_outono,estação_primavera,estação_verão,dia_quarta,dia_quinta,dia_segunda,dia_sexta,dia_sábado,dia_terça,feriado_sim,visibilidade_Umidade de 0% a 30%,visibilidade_Umidade de 30% a 60%,visibilidade_Umidade de 60% a 95%
0.18,0.18100000000000002,0,0.309,0.02,0.253,0,0,0,0,0,0,0,1,0,1,0,0,0
0.11,0.255,0,0.603,0.227,0.265,0,1,0,0,0,0,0,0,0,0,1,0,0
0.01,0.311,0,0.611,0.0,0.121,0,0,1,0,0,0,0,0,1,0,0,0,0
0.11,0.318,0,0.52,0.233,0.157,0,1,0,0,1,0,0,0,0,0,0,0,1
0.23,0.33,0,0.596,0.0,0.229,0,0,1,0,1,0,0,0,0,0,0,0,0
0.08,0.19899999999999998,0,0.513,0.040999999999999995,0.541,0,1,0,1,0,0,0,0,0,0,0,0,1
0.2,0.19,0,0.852,0.0,0.253,0,0,0,1,0,0,0,0,0,0,1,0,0
0.12,0.191,0,0.43700000000000006,0.06,0.133,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.35,0,0.535,0.217,0.205,1,0,0,0,0,0,1,0,0,0,0,0,0
0.19,0.39,0,0.415,0.034,0.205,0,0,1,0,0,0,1,0,0,0,0,0,0
0.03,0.249,1,0.882,0.0,0.301,0,1,0,0,0,1,0,0,0,0,0,1,0
0.09,0.345,0,0.784,0.056999999999999995,0.16899999999999998,0,0,1,0,0,0,0,0,1,0,0,0,1
0.21,0.34299999999999997,0,0.716,0.0,0.301,0,0,1,0,0,0,0,1,0,0,0,0,0
0.01,0.21600000000000003,0,0.377,0.0,0.337,1,0,0,1,0,0,0,0,0,0,0,1,0
0.1,0.289,1,0.852,0.018,0.24100000000000002,1,0,0,0,1,0,0,0,0,0,0,1,0
0.07,0.258,0,0.8220000000000001,0.002,0.061,1,0,0,0,0,0,0,1,0,1,0,0,1
0.08,0.259,0,0.528,0.10400000000000001,0.16899999999999998,0,1,0,0,1,0,0,0,0,0,0,0,1
0.17,0.35100000000000003,0,0.5660000000000001,0.11499999999999999,0.313,0,0,1,0,0,0,0,0,1,0,0,0,1
0.22,0.35,0,0.83,0.0,0.08499999999999999,0,0,1,0,0,0,0,0,0,0,0,1,0
0.21,0.285,0,0.483,0.0,0.385,1,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.22,0,0.905,0.0,0.265,0,1,0,0,0,1,0,0,0,0,1,0,0
0.06,0.23399999999999999,0,0.799,0.0,0.061,1,0,0,0,1,0,0,0,0,0,0,0,1
0.17,0.345,0,0.415,0.11699999999999999,0.205,1,0,0,0,1,0,0,0,0,0,0,0,0
0.01,0.32299999999999995,0,0.7390000000000001,0.0,0.08499999999999999,0,0,1,0,0,1,0,0,0,0,0,1,0
0.19,0.285,0,0.49,0.008,0.265,0,1,0,0,0,0,0,1,0,0,0,0,1
0.13,0.345,0,0.40700000000000003,0.303,0.205,0,1,0,0,0,0,1,0,0,0,0,1,0
0.11,0.154,0,0.483,0.06899999999999999,0.121,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.193,0,0.784,0.004,0.409,0,1,0,1,0,0,0,0,0,1,0,0,1
0.01,0.242,0,0.852,0.0,0.10900000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0
0.12,0.408,0,0.581,0.25,0.253,0,0,1,0,0,0,1,0,0,0,0,1,0
0.23,0.29,0,0.43,0.0,0.08499999999999999,0,1,0,0,0,0,0,1,0,0,0,0,0
0.11,0.294,0,0.905,0.040999999999999995,0.10900000000000001,0,1,0,0,0,0,1,0,0,0,1,0,0
0.15,0.358,0,0.498,0.159,0.34900000000000003,0,0,1,0,1,0,0,0,0,0,0,0,0
0.16,0.331,1,0.912,0.025,0.157,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1,0.16,0,0.36200000000000004,0.065,0.16899999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0
0.18,0.42200000000000004,0,0.445,0.121,0.181,0,0,1,0,0,0,0,0,0,0,0,0,0
0.13,0.419,0,0.49,0.31,0.277,0,0,1,1,0,0,0,0,0,0,0,0,1
0.23,0.32799999999999996,0,0.905,0.0,0.061,0,0,1,0,1,0,0,0,0,0,1,0,0
0.16,0.18600000000000003,0,0.385,0.057999999999999996,0.265,0,0,0,0,0,1,0,0,0,1,0,0,0
0.22,0.32,0,0.769,0.0,0.133,0,0,1,0,0,1,0,0,0,0,1,0,0
0.04,0.231,0,0.777,0.0,0.16899999999999998,1,0,0,0,0,0,0,1,0,0,0,0,1
0.02,0.15,0,0.6709999999999999,0.0,0.073,0,0,0,0,0,1,0,0,0,0,0,1,0
0.11,0.34700000000000003,0,0.5660000000000001,0.197,0.205,0,0,1,1,0,0,0,0,0,0,0,0,1
0.16,0.129,0,0.475,0.063,0.361,0,0,0,0,1,0,0,0,0,0,0,0,1
0.08,0.159,0,0.581,0.0,0.08499999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05,0.217,0,0.754,0.0,0.10900000000000001,1,0,0,0,0,1,0,0,0,0,0,0,0
0.06,0.309,0,0.92,0.0,0.061,0,1,0,0,1,0,0,0,0,0,1,0,0
0.2,0.332,0,0.5579999999999999,0.005,0.34900000000000003,0,1,0,0,0,0,0,1,0,0,0,0,1
0.01,0.361,0,0.5579999999999999,0.0,0.24100000000000002,0,0,1,0,0,0,0,0,1,0,0,1,0
0.07,0.379,0,0.618,0.023,0.121,0,0,1,0,0,1,0,0,0,0,0,0,0
0.04,0.27699999999999997,0,0.7090000000000001,0.0,0.205,0,1,0,1,0,0,0,0,0,0,0,0,1
0.19,0.364,0,0.664,0.028000000000000004,0.157,0,0,1,0,0,0,1,0,0,0,0,1,0
0.0,0.321,0,0.5660000000000001,0.0,0.229,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08,0.289,0,0.731,0.039,0.08499999999999999,0,1,0,0,0,1,0,0,0,0,1,0,0
0.16,0.386,0,0.392,0.248,0.457,0,0,1,0,0,0,0,0,1,0,0,0,1
0.17,0.344,0,0.49,0.19,0.28900000000000003,0,1,0,1,0,0,0,0,0,0,0,0,0
0.23,0.282,0,0.6940000000000001,0.0,0.037,1,0,0,0,0,0,0,1,0,0,0,0,0
0.08,0.29600000000000004,1,0.7240000000000001,0.004,0.181,1,0,0,0,1,0,0,0,0,0,0,0,0
0.1,0.257,0,0.5660000000000001,0.13799999999999998,0.121,1,0,0,1,0,0,0,0,0,0,0,1,0
0.06,0.21100000000000002,1,0.8370000000000001,0.0,0.265,0,1,0,0,1,0,0,0,0,0,0,0,0
0.19,0.127,0,0.445,0.0,0.373,0,0,0,0,0,1,0,0,0,0,0,0,0
0.07,0.15,0,0.415,0.0,0.08499999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0
0.18,0.13699999999999998,0,0.377,0.016,0.517,0,0,0,0,0,1,0,0,0,0,0,0,0
0.23,0.395,0,0.573,0.0,0.16899999999999998,0,0,1,0,0,1,0,0,0,0,0,0,0
0.16,0.311,0,0.415,0.127,0.277,1,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.282,0,0.784,0.031,0.061,0,1,0,0,1,0,0,0,0,0,0,0,1
0.17,0.321,0,0.40700000000000003,0.148,0.421,0,1,0,0,1,0,0,0,0,0,0,0,1
0.17,0.146,0,0.4,0.018,0.229,0,0,0,1,0,0,0,0,0,0,0,0,0
0.23,0.314,0,0.596,0.0,0.193,0,0,1,0,0,0,1,0,0,0,0,0,0
0.13,0.325,1,0.912,0.02,0.157,0,0,1,0,0,0,0,0,0,0,0,1,0
0.21,0.377,0,0.769,0.0,0.157,0,0,1,0,0,0,0,1,0,0,0,0,1
0.09,0.251,0,0.762,0.045,0.025,1,0,0,0,1,0,0,0,0,0,1,0,0
0.12,0.285,0,0.611,0.133,0.253,0,1,0,0,0,0,0,0,1,0,0,0,0
0.16,0.336,0,0.897,0.031,0.073,0,1,0,0,1,0,0,0,0,0,1,0,0
0.17,0.39299999999999996,0,0.498,0.136,0.301,0,0,1,0,0,1,0,0,0,0,0,1,0
0.21,0.19899999999999998,0,0.483,0.0,0.421,0,1,0,0,0,0,0,0,1,0,0,0,0
0.21,0.37,0,0.701,0.0,0.24100000000000002,0,0,1,1,0,0,0,0,0,0,0,1,0
0.1,0.147,0,0.7240000000000001,0.028999999999999998,0.10900000000000001,0,0,0,0,0,0,0,1,0,0,0,0,1
0.01,0.17300000000000001,0,0.777,0.0,0.097,0,0,0,0,0,0,1,0,0,1,0,1,0
0.02,0.247,0,0.618,0.0,0.385,1,0,0,0,0,0,0,1,0,0,0,0,0
0.04,0.168,0,0.535,0.0,0.10900000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0
0.11,0.293,0,0.505,0.196,0.10900000000000001,1,0,0,0,1,0,0,0,0,0,0,0,1
0.19,0.33,0,0.483,0.047,0.217,0,1,0,0,0,0,1,0,0,0,0,0,1
0.09,0.335,0,0.475,0.191,0.10900000000000001,0,0,1,0,0,0,0,0,1,0,0,0,1
0.14,0.251,0,0.626,0.056999999999999995,0.421,0,1,0,0,0,1,0,0,0,0,0,0,0
0.07,0.192,0,0.6709999999999999,0.0,0.16899999999999998,1,0,0,0,0,0,0,0,1,0,0,0,0
0.03,0.309,0,0.6559999999999999,0.0,0.205,0,0,1,0,0,0,0,0,1,0,0,1,0
0.15,0.179,0,0.392,0.0,0.025,0,0,0,0,0,0,1,0,0,0,0,0,0
0.14,0.20800000000000002,0,0.36200000000000004,0.101,0.277,0,0,0,0,0,1,0,0,0,1,0,0,1
0.02,0.29,0,0.7240000000000001,0.0,0.181,1,0,0,0,0,0,0,0,0,1,0,0,0
0.07,0.165,0,0.498,0.0,0.181,1,0,0,0,0,0,1,0,0,0,0,0,0
0.13,0.364,0,0.747,0.028000000000000004,0.46900000000000003,0,0,1,1,0,0,0,0,0,0,0,0,0
0.09,0.155,0,0.43,0.06,0.10900000000000001,0,0,0,0,0,0,1,0,0,1,0,0,1
0.23,0.262,0,0.603,0.0,0.025,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.32899999999999996,0,0.42200000000000004,0.242,0.421,1,0,0,0,0,1,0,0,0,1,0,0,0
0.01,0.212,0,0.8370000000000001,0.0,0.08499999999999999,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06,0.36,0,0.701,0.0,0.121,0,0,1,0,1,0,0,0,0,0,0,0,0
0.07,0.322,1,0.92,0.002,0.08499999999999999,0,0,1,0,0,1,0,0,0,0,1,0,0
0.17,0.235,0,0.6859999999999999,0.011,0.133,0,0,0,0,0,0,0,1,0,0,1,0,0
0.08,0.239,0,0.452,0.08199999999999999,0.097,0,1,0,1,0,0,0,0,0,0,0,0,1
0.03,0.196,0,0.43,0.0,0.133,1,0,0,0,1,0,0,0,0,0,0,0,0
0.02,0.22899999999999998,0,0.8370000000000001,0.0,0.10900000000000001,1,0,0,1,0,0,0,0,0,0,0,1,0
0.16,0.301,0,0.535,0.081,0.433,1,0,0,1,0,0,0,0,0,0,0,0,0
0.13,0.273,0,0.42200000000000004,0.256,0.625,1,0,0,0,0,0,0,1,0,0,0,0,0
0.08,0.136,0,0.6940000000000001,0.003,0.097,0,0,0,0,0,0,0,0,1,0,0,0,1
0.08,0.331,0,0.897,0.026000000000000002,0.217,0,0,1,0,0,0,1,0,0,0,1,0,0
0.13,0.317,0,0.6409999999999999,0.101,0.337,0,1,0,0,0,0,0,0,0,0,0,1,0
0.04,0.217,0,0.86,0.0,0.337,0,1,0,0,1,0,0,0,0,0,0,1,0
0.22,0.19899999999999998,0,0.6559999999999999,0.0,0.145,0,1,0,0,1,0,0,0,0,0,0,0,0
0.21,0.34700000000000003,0,0.769,0.0,0.16899999999999998,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2,0.171,0,0.377,0.0,0.28900000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0
0.22,0.335,0,0.701,0.0,0.229,0,0,1,0,0,0,0,1,0,0,0,0,1
0.19,0.371,0,0.664,0.05,0.361,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06,0.287,0,0.18100000000000002,0.006,0.08499999999999999,0,1,0,0,0,0,0,0,1,1,0,0,1
0.11,0.35600000000000004,0,0.777,0.09,0.229,0,0,1,0,0,0,0,0,1,0,0,0,1
0.17,0.377,0,0.55,0.157,0.361,0,0,1,0,0,0,1,0,0,0,0,0,0
0.14,0.20600000000000002,0,0.354,0.274,0.313,0,1,0,0,0,0,0,1,0,0,0,0,1
0.1,0.127,0,0.4,0.05600000000000001,0.313,0,0,0,1,0,0,0,0,0,0,0,0,0
0.03,0.217,0,0.6859999999999999,0.0,0.121,1,0,0,0,0,1,0,0,0,0,0,0,0
0.23,0.273,0,0.7390000000000001,0.0,0.16899999999999998,0,1,0,1,0,0,0,0,0,0,1,0,0
0.09,0.36,0,0.799,0.056999999999999995,0.34900000000000003,0,0,1,0,0,0,1,0,0,0,0,1,0
0.16,0.392,0,0.573,0.16299999999999998,0.16899999999999998,0,0,1,1,0,0,0,0,0,0,0,0,0
0.18,0.41600000000000004,0,0.581,0.086,0.28900000000000003,0,0,1,0,0,0,0,0,1,0,0,0,1
0.04,0.2,0,0.754,0.0,0.145,0,1,0,0,0,1,0,0,0,0,1,0,0
0.06,0.22399999999999998,0,0.905,0.0,0.277,0,1,0,0,0,1,0,0,0,0,0,1,0
0.16,0.387,0,0.49,0.195,0.193,1,0,0,0,0,0,0,0,1,0,0,0,1
0.07,0.309,0,0.679,0.046,0.157,0,0,1,0,0,0,1,0,0,0,0,1,0
0.07,0.255,0,0.769,0.026000000000000002,0.08499999999999999,0,1,0,0,0,0,0,1,0,0,1,0,0
0.07,0.106,0,0.513,0.0,0.217,0,0,0,1,0,0,0,0,0,0,0,0,0
0.12,0.358,0,0.415,0.318,0.16899999999999998,0,1,0,0,0,0,0,1,0,0,0,1,0
0.22,0.377,0,0.762,0.0,0.385,0,0,1,0,0,0,0,0,1,0,0,0,1
0.12,0.175,0,0.309,0.22799999999999998,0.205,0,0,0,0,0,0,0,1,0,1,0,0,0
0.06,0.33399999999999996,0,0.897,0.005,0.037,0,0,1,1,0,0,0,0,0,0,0,0,1
0.06,0.245,0,0.664,0.002,0.145,0,1,0,1,0,0,0,0,0,0,0,0,0
0.07,0.253,0,0.7090000000000001,0.004,0.157,0,1,0,0,0,0,1,0,0,0,1,0,0
0.19,0.365,0,0.588,0.005,0.205,1,0,0,0,0,0,1,0,0,0,0,0,0
0.09,0.284,0,0.7390000000000001,0.076,0.097,0,1,0,0,0,1,0,0,0,0,1,0,0
0.13,0.312,0,0.46,0.253,0.385,0,1,0,0,0,0,0,1,0,0,0,0,1
0.13,0.345,0,0.46,0.22200000000000003,0.301,0,1,0,0,0,0,0,0,0,0,0,0,1
0.21,0.293,0,0.36200000000000004,0.0,0.373,0,1,0,0,0,0,1,0,0,0,0,0,0
0.09,0.379,0,0.679,0.10700000000000001,0.157,0,0,1,0,0,0,0,0,0,0,0,0,0
0.22,0.40299999999999997,0,0.664,0.0,0.145,0,0,1,0,1,0,0,0,0,0,0,1,0
0.15,0.29,0,0.287,0.233,0.28900000000000003,0,1,0,0,0,0,0,1,0,0,0,0,1
0.08,0.321,0,0.6709999999999999,0.097,0.205,0,0,1,1,0,0,0,0,0,0,0,1,0
0.19,0.231,0,0.40700000000000003,0.002,0.34900000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0
0.08,0.151,0,0.415,0.002,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.128,0,0.6859999999999999,0.0,0.133,0,0,0,1,0,0,0,0,0,0,0,0,1
0.13,0.095,0,0.392,0.126,0.34900000000000003,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2,0.13699999999999998,0,0.40700000000000003,0.0,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.228,0,0.664,0.194,0.265,0,0,0,0,0,0,1,0,0,0,1,0,0
0.14,0.38799999999999996,0,0.626,0.205,0.373,0,0,1,0,0,0,0,1,0,0,0,0,1
0.01,0.127,0,0.483,0.0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.33299999999999996,1,0.905,0.020999999999999998,0.073,0,0,1,0,0,0,0,0,0,0,0,0,1
0.22,0.34299999999999997,0,0.731,0.0,0.277,1,0,0,0,0,0,1,0,0,0,0,0,1
0.08,0.203,0,0.581,0.068,0.205,0,1,0,0,0,0,0,1,0,0,0,0,1
0.11,0.295,0,0.596,0.137,0.277,0,1,0,0,1,0,0,0,0,0,0,1,0
0.0,0.331,0,0.8140000000000001,0.0,0.157,0,0,1,0,1,0,0,0,0,0,1,0,0
0.01,0.317,0,0.6859999999999999,0.0,0.10900000000000001,0,0,1,0,0,0,0,0,0,0,0,0,1
0.05,0.282,0,0.46799999999999997,0.0,0.097,0,1,0,0,0,0,0,0,0,0,0,0,0
0.11,0.36,0,0.664,0.13,0.24100000000000002,0,0,1,0,1,0,0,0,0,0,0,0,1
0.08,0.098,0,0.603,0.002,0.313,0,0,0,0,0,1,0,0,0,0,0,0,1
0.13,0.39,0,0.581,0.079,0.253,0,0,1,0,1,0,0,0,0,0,0,0,0
0.01,0.32299999999999995,0,0.679,0.0,0.157,1,0,0,1,0,0,0,0,0,0,0,0,0
0.07,0.193,0,0.83,0.0,0.157,0,0,0,0,1,0,0,0,0,0,1,0,0
0.08,0.147,0,0.46799999999999997,0.004,0.10900000000000001,0,0,0,0,0,0,1,0,0,1,0,0,0
0.22,0.14800000000000002,0,0.52,0.0,0.325,0,0,0,1,0,0,0,0,0,0,0,0,0
0.16,0.365,0,0.46799999999999997,0.24100000000000002,0.373,0,1,0,0,1,0,0,0,0,0,0,0,1
0.13,0.387,0,0.415,0.324,0.34900000000000003,0,0,1,0,0,0,0,0,0,0,0,1,0
0.08,0.309,0,0.754,0.036,0.097,0,1,0,0,0,0,1,0,0,1,1,0,0
0.09,0.163,0,0.679,0.012,0.049,0,0,0,0,1,0,0,0,0,0,0,1,0
0.15,0.415,0,0.5429999999999999,0.24700000000000003,0.457,0,0,1,0,0,0,0,0,0,0,0,0,0
0.11,0.321,0,0.43700000000000006,0.251,0.28900000000000003,0,1,0,0,0,0,1,0,0,0,0,1,0
0.18,0.25,0,0.43,0.068,0.16899999999999998,0,1,0,0,0,0,1,0,0,0,0,0,0
0.08,0.305,0,0.83,0.048,0.025,1,0,0,0,0,0,0,1,0,0,0,1,0
0.22,0.228,0,0.754,0.0,0.097,1,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.255,0,0.7090000000000001,0.0,0.10900000000000001,0,1,0,0,1,0,0,0,0,0,0,0,1
0.19,0.127,0,0.46,0.0,0.505,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06,0.253,0,0.7090000000000001,0.003,0.145,0,1,0,0,0,0,0,1,0,0,0,0,0
0.02,0.273,0,0.385,0.0,0.217,0,1,0,0,0,0,0,1,0,0,0,0,0
0.09,0.158,0,0.55,0.018,0.217,0,0,0,0,0,0,0,0,0,0,0,0,1
0.01,0.217,0,0.6859999999999999,0.0,0.181,1,0,0,0,0,0,0,0,1,0,0,0,0
0.15,0.22699999999999998,0,0.475,0.121,0.421,0,1,0,0,0,0,0,0,1,0,0,0,0
0.19,0.349,0,0.528,0.043,0.397,0,1,0,0,0,0,0,1,0,0,0,0,1
0.14,0.276,0,0.377,0.29900000000000004,0.325,0,1,0,0,0,0,0,0,1,0,0,0,1
0.11,0.096,0,0.37,0.096,0.481,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2,0.171,0,0.83,0.0,0.133,0,0,0,1,0,0,0,0,0,0,0,1,0
0.14,0.39899999999999997,0,0.445,0.271,0.24100000000000002,0,0,1,0,0,1,0,0,0,0,0,1,0
0.13,0.249,0,0.46,0.132,0.277,1,0,0,0,0,0,0,0,0,0,0,0,1
0.02,0.273,0,0.649,0.0,0.049,1,0,0,0,0,0,0,0,1,1,0,0,0
0.01,0.192,0,0.6859999999999999,0.0,0.16899999999999998,0,0,0,1,0,0,0,0,0,0,0,0,1
0.07,0.129,0,0.6859999999999999,0.0,0.133,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02,0.336,0,0.799,0.0,0.277,0,0,1,0,0,0,0,1,0,0,0,0,1
0.01,0.324,0,0.611,0.0,0.265,0,0,1,0,0,0,0,1,0,0,0,0,0
0.13,0.129,0,0.4,0.119,0.265,0,0,0,0,0,0,0,1,0,0,0,0,1
0.18,0.319,0,0.445,0.046,0.313,1,0,0,0,0,1,0,0,0,1,0,0,0
0.18,0.33799999999999997,0,0.452,0.047,0.361,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,0.193,0,0.875,0.0,0.08499999999999999,0,0,0,1,0,0,0,0,0,0,1,0,0
0.08,0.253,0,0.777,0.028999999999999998,0.181,0,1,0,0,0,0,0,0,1,0,0,0,0
0.15,0.259,0,0.42200000000000004,0.121,0.481,1,0,0,0,0,0,0,1,0,0,0,0,0
0.07,0.249,0,0.8140000000000001,0.004,0.181,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2,0.33899999999999997,1,0.912,0.0,0.421,0,0,1,0,0,0,0,0,1,0,1,0,0
0.08,0.114,0,0.588,0.001,0.157,0,0,0,0,1,0,0,0,0,0,0,0,1
0.16,0.18100000000000002,0,0.40700000000000003,0.062,0.265,0,0,0,0,1,0,0,0,0,0,0,0,0
0.18,0.299,0,0.505,0.008,0.133,1,0,0,0,0,1,0,0,0,0,0,1,0
0.2,0.16899999999999998,0,0.55,0.0,0.445,0,1,0,1,0,0,0,0,0,1,0,0,1
0.22,0.355,0,0.664,0.0,0.157,1,0,0,0,0,0,1,0,0,0,0,0,0
0.14,0.335,0,0.475,0.339,0.337,0,1,0,0,0,0,0,1,0,0,0,0,0
0.14,0.184,0,0.385,0.10900000000000001,0.5650000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0
0.11,0.36700000000000005,0,0.535,0.263,0.16899999999999998,1,0,0,0,0,0,0,0,1,0,0,0,0
0.06,0.247,0,0.8370000000000001,0.0,0.265,0,1,0,0,0,0,0,0,1,0,0,0,0
0.03,0.361,0,0.8140000000000001,0.0,0.073,0,0,1,0,0,1,0,0,0,0,0,1,0
0.18,0.29100000000000004,0,0.49,0.006,0.193,1,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.284,0,0.852,0.0,0.157,1,0,0,0,0,0,0,0,1,0,0,0,1
0.12,0.17,0,0.40700000000000003,0.11399999999999999,0.193,0,0,0,0,0,0,0,1,0,0,0,0,1
0.22,0.315,0,0.799,0.0,0.08499999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2,0.336,0,0.618,0.0,0.337,1,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.17300000000000001,0,0.649,0.028000000000000004,0.133,0,0,0,0,0,0,0,1,0,0,0,1,0
0.22,0.392,0,0.581,0.0,0.301,0,0,1,0,1,0,0,0,0,0,0,0,0
0.21,0.228,0,0.716,0.0,0.133,1,0,0,0,0,1,0,0,0,0,1,0,0
0.06,0.19,0,0.762,0.0,0.097,1,0,0,0,0,0,0,1,0,0,0,0,1
0.21,0.19699999999999998,0,0.5429999999999999,0.0,0.361,0,0,0,0,0,0,0,1,0,0,1,0,0
0.19,0.184,0,0.33899999999999997,0.0,0.373,0,0,0,0,1,0,0,0,0,1,0,0,0
0.16,0.191,0,0.588,0.024,0.529,0,0,0,0,1,0,0,0,0,0,0,1,0
0.14,0.24100000000000002,0,0.6559999999999999,0.072,0.217,0,0,0,0,0,0,0,1,0,0,1,0,0
0.01,0.282,0,0.905,0.0,0.229,0,1,0,1,0,0,0,0,0,0,1,0,0
0.09,0.359,0,0.5579999999999999,0.128,0.10900000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0
0.19,0.386,0,0.626,0.06899999999999999,0.313,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,0.335,0,0.452,0.0,0.205,0,0,1,0,0,0,0,1,0,0,0,0,0
0.14,0.147,0,0.42200000000000004,0.11200000000000002,0.265,0,0,0,0,0,0,0,0,1,0,0,0,1
0.03,0.27,0,0.18100000000000002,0.0,0.121,0,1,0,0,0,1,0,0,0,0,0,0,0
0.02,0.244,0,0.6940000000000001,0.0,0.061,1,0,0,0,0,0,0,0,0,0,0,1,0
0.11,0.385,0,0.6859999999999999,0.087,0.205,0,0,1,0,1,0,0,0,0,0,0,1,0
0.04,0.266,0,0.18100000000000002,0.0,0.121,0,1,0,0,0,1,0,0,0,0,0,0,0
0.11,0.332,0,0.5579999999999999,0.236,0.181,1,0,0,0,0,0,0,1,0,0,0,0,0
0.07,0.305,0,0.588,0.041999999999999996,0.16899999999999998,0,0,1,0,0,0,0,0,1,0,0,0,0
0.2,0.27,0,0.49,0.0,0.301,0,1,0,1,0,0,0,0,0,0,0,1,0
0.23,0.22,0,0.784,0.0,0.097,0,0,0,0,0,0,0,1,0,0,1,0,0
0.22,0.18100000000000002,0,0.42200000000000004,0.0,0.10900000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.237,0,0.5660000000000001,0.13799999999999998,0.10900000000000001,1,0,0,0,1,0,0,0,0,0,0,1,0
0.14,0.313,0,0.52,0.205,0.265,0,1,0,0,0,0,0,0,1,0,1,0,0
0.12,0.24600000000000002,0,0.483,0.27799999999999997,0.337,0,1,0,0,0,0,1,0,0,0,0,0,1
0.18,0.311,0,0.762,0.008,0.325,1,0,0,0,1,0,0,0,0,0,0,0,0
0.23,0.23,0,0.596,0.0,0.049,1,0,0,0,0,0,0,0,0,0,0,0,1
0.18,0.349,0,0.49,0.033,0.08499999999999999,1,0,0,0,0,0,0,1,0,0,0,0,0
0.16,0.254,0,0.445,0.10200000000000001,0.421,1,0,0,0,0,0,0,1,0,0,0,0,0
0.21,0.16699999999999998,0,0.535,0.0,0.121,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2,0.21100000000000002,0,0.588,0.0,0.181,1,0,0,0,1,0,0,0,0,0,0,0,1
0.08,0.142,0,0.52,0.017,0.073,0,1,0,0,0,0,0,1,0,0,0,0,1
0.02,0.21100000000000002,0,0.845,0.0,0.133,0,1,0,0,0,0,1,0,0,0,1,0,0
0.04,0.247,1,0.897,0.0,0.313,0,1,0,0,0,1,0,0,0,0,1,0,0
0.13,0.281,0,0.46799999999999997,0.275,0.253,0,1,0,0,0,0,0,0,0,0,1,0,0
0.06,0.203,1,0.905,0.0,0.34900000000000003,0,1,0,1,0,0,0,0,0,1,1,0,0
0.1,0.223,0,0.701,0.143,0.337,0,1,0,0,0,0,0,1,0,0,1,0,0
0.17,0.33299999999999996,0,0.354,0.189,0.313,0,1,0,0,0,0,0,0,0,0,0,0,0
0.01,0.159,0,0.777,0.0,0.133,0,0,0,0,0,0,0,0,0,0,1,0,0
0.09,0.109,0,0.46799999999999997,0.043,0.313,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06,0.292,0,0.679,0.005,0.10900000000000001,0,0,1,0,0,0,0,1,0,0,0,0,0
0.01,0.27899999999999997,0,0.633,0.0,0.229,0,1,0,0,0,1,0,0,0,0,1,0,0
0.02,0.255,0,0.7240000000000001,0.0,0.073,0,1,0,0,0,0,1,0,0,0,0,1,0
0.01,0.174,0,0.498,0.0,0.157,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1,0.203,0,0.34700000000000003,0.118,0.265,1,0,0,0,1,0,0,0,0,0,0,0,0
0.02,0.37200000000000005,0,0.8140000000000001,0.0,0.277,0,0,1,1,0,0,0,0,0,0,0,1,0
0.12,0.22699999999999998,0,0.445,0.16999999999999998,0.181,1,0,0,0,0,0,1,0,0,0,0,0,1
0.2,0.228,0,0.5429999999999999,0.0,0.337,0,1,0,0,0,0,1,0,0,0,0,1,0
